text,label,processed
@johngutierrez1 hope the rest of your night goes by quickly... I am off to bed... got my music fix and now it is time to dream  :),1,||T|| hope the rest of your night goes by quickly... I am off to bed... got my music fix and now it is time to dream ||P||
I burned my pizza rolls :-(,0,I burned my pizza rolls ||N||
@FilikIrisha mmmmmm can I c them lovely azz-sets babe :-),1,||T|| mmm can I c them lovely azz-sets babe ||P||
thirdwheeling these lovebirds :( http://t.co/kMrSV4YCz0,0,thirdwheeling these lovebirds ||N|| ||U||
@czagnzls It's one of those days I wish @ibetreyes was here :)),1,||T|| It's one of those days I wish ||T|| was here ||P|| )
"Llama, are u sick? :( pls take care of urself #GetWellSoonAmber @llama_ajol",0,"Llama, are u sick? ||N|| pls take care of urself #GetWellSoonAmber ||T||"
"I can't believe that I got home, to find out that my brother is in jail, &amp; is getting sent to county tomorrow like wtf! This isn't fair :(",0,"I NOT believe that I got home, to find out that my brother is in jail, &amp; is getting sent to county tomorrow like wtf! This NOT fair ||N||"
Thank you Esai :-),1,Thank you Esai ||P||
"@Sttbs73 Actually, THEY say it, each time their mouths open :(",0,"||T|| Actually, THEY say it, each time their mouths open ||N||"
"Fall in love under a canopy of maple leaves! Secrets at Maple Syrup Farm is out now :) Happy Friday, all! xx http://t.co/fQeQlpk32A",1,"Fall in love under a canopy of maple leaves! Secrets at Maple Syrup Farm is out now ||P|| Happy Friday, all! xx ||U||"
@X_Tina90 Keep your eyes peeled soon Christina! Have you signed up to our newsletter? Most offers go there first! :),1,||T|| Keep your eyes peeled soon Christina! Have you signed up to our newsletter? Most offers go there first! ||P||
"to see beauty, you have to believe in its existence first :)",1,"to see beauty, you have to believe in its existence first ||P||"
@GL_Advocaten Visit my blog http://t.co/UzOAqroWKx thanks :D,1,||T|| Visit my blog ||U|| thanks ||ExP||
Planning a trip to Kuching? Enjoy special room rate only at Merdeka Palace Hotel &amp; Suites with PLUSMiles card! :) http://t.co/KwlZtWSREM,1,Planning a trip to Kuching? Enjoy special room rate only at Merdeka Palace Hotel &amp; Suites with PLUSMiles card! ||P|| ||U||
@vegemitegrier not anymore :(,0,||T|| NOT anymore ||N||
Today's #FF - @CurlysCooking @beerandbaking @kneadtodough @vixyvonshock @mariannasbakery @collinscakery @sammiefeasting @NinaVictoriaCup :),1,Today's #FF - ||T|| ||T|| ||T|| ||T|| ||T|| ||T|| ||T|| ||T|| ||P||
i have liam access now :)),1,i have liam access now ||P|| )
@dk_mok Awwww thanks :-) @GalactiChat,1,||T|| Awww thanks ||P|| ||T||
im so sad :(,0,im so sad ||N||
Have a lovely day yes. Stay happy. :) 😘 https://t.co/HAiMzAdnHt,1,Have a lovely day yes. Stay happy. ||P|| 😘 ||U||
@ElisseJoson miss you so much ate elisse :(( do u still remember me? 😭,0,||T|| miss you so much ate elisse ||N|| ( do u still remember me? 😭
"Who does the cheapest printing in the world? Looking for a regular printer in countries close to NZ or Ireland, or drop ship printers :)",1,"Who does the cheapest printing in the world? Looking for a regular printer in countries close to NZ or Ireland, or drop ship printers ||P||"
@AguilerArmenia Hi! Would you like an @imPastel concert? Let me know your city and country and I'll start working on it! Thanks :),1,||T|| Hi! Would you like an ||T|| concert? Let me know your city and country and I'll start working on it! Thanks ||P||
Enough whit this ...:(;(;( ...stop http://t.co/EXV5MoItcE,0,Enough whit this ... ||N|| ;(;( ...stop ||U||
@WaseemBadami amazing set of questions bhai keep it up:(( missing shan e ramzan and u :((,0,||T|| amazing set of questions bhai keep it up ||N|| ( missing shan e ramzan and u ||N|| (
@AnwarLodhi imran khan is innocent :(,0,||T|| imran khan is innocent ||N||
"@DADDYNAMJ00N @bbydesu No~ I mean, that @bbydesu hmm, omg Im so slow :(",0,"||T|| ||T|| No~ I mean, that ||T|| hmm, omg Im so slow ||N||"
#FF @Brianscrooks Thanks Brian :) @GOVManslaughter @GlobaluxGenesis,1,#FF ||T|| Thanks Brian ||P|| ||T|| ||T||
"@Dutts1981 (2/2) call before you visit to double check :) http://t.co/D7zK1MWgh3 Thanks, Beth",1,"||T|| (2/2) call before you visit to double check ||P|| ||U|| Thanks, Beth"
Ambrose Gwinett Bierce The world has suffered more from the ravages of illadvised marriages than from virginity. :),1,Ambrose Gwinett Bierce The world has suffered more from the ravages of illadvised marriages than from virginity. ||P||
I miss CR!! Feel like going back but can't :(,0,I miss CR!! Feel like going back but NOT ||N||
@hydrcted what :-) did :-) i :-) do :-?,1,||T|| what ||P|| did ||P|| i ||P|| do :-?
@arjaycj please follow me i love you so much and it would mean the world!! :),1,||T|| please follow me i love you so much and it would mean the world!! ||P||
their reactions :(((((,0,their reactions ||N|| (((
@JellyBabyMom2 Whoop whoop! Bring on the fun :),1,||T|| Whoop whoop! Bring on the fun ||P||
k dots. :(,0,k dots. ||N||
@realmadrid New kit is not looking good.... Poor.:(,0,||T|| New kit is NOT looking good... Poor. ||N||
@wonwoolipseu :((((((((((((((((( iTS OK!!,0,||T|| ||N|| ((( iTS OK!!
"@chenonceaus @YoMadridismo we are young, we will outlive him &gt;:(",0,"||T|| ||T|| we are young, we will outlive him &gt; ||N||"
I can't sleep bc heartburn :-(,0,I NOT sleep bc heartburn ||N||
@llymlrs story of my life...!! Love London and can't imagine living elsewhere but it's gonna have to happen someday :( I have NO space!,0,||T|| story of my life...!! Love London and NOT imagine living elsewhere but it's gonna have to happen someday ||N|| I have NOT space!
he he he :(,0,he he he ||N||
I wanna watch Paper Towns!! :((,0,I wanna watch Paper Towns!! ||N|| (
Thank you guys. Now I have a plan for tomorrow :),1,Thank you guys. Now I have a plan for tomorrow ||P||
@Neenkin yeah Neenkin congrats on your successful masterpiece! :) 🎉,1,||T|| yeah Neenkin congrats on your successful masterpiece! ||P|| 🎉
Thank you! :D  https://t.co/495R7CGmcD,1,Thank you! ||ExP|| ||U||
"@IzzyTailford that's true, I just want it soooooooner :(",0,"||T|| that's true, I just want it soooner ||N||"
"A little doodle of the star of my comic, Summoner, which will be back up soon :) #art #doodle http://t.co/7bgF2Y1Zc2",1,"A little doodle of the star of my comic, Summoner, which will be back up soon ||P|| #art #doodle ||U||"
@flrsbea wow that's great! What's your username? :(,0,||T|| wow that's great! What's your username? ||N||
want to sleep but not tired :((,0,want to sleep but NOT tired ||N|| (
You´ve got me in chains for your love :´( — a sentir-se incompleta,0,You´ve got me in chains for your love :´( — a sentir-se incompleta
A chover :(,0,A chover ||N||
"@sophielbradshaw We have discontinued this product, Sophie. Really sorry for any disappointment :( We will pass your feedback on!",0,"||T|| We have discontinued this product, Sophie. Really sorry for any disappointment ||N|| We will pass your feedback on!"
"♥ [ENG] ♥ - Let's talk, since can't stream games :(: http://t.co/Br36TjVYNd",0,"♥ [ENG] ♥ - Let's talk, since NOT stream games ||N|| : ||U||"
Haha X . What The :D https://t.co/Jo7vtQmvSR,1,Haha X . What The ||ExP|| ||U||
@Aditi_SoSaree glad that you liked . Check some more nice stuff at #WSaleLOve :) @WforWoman,1,||T|| glad that you liked . Check some more nice stuff at #WSaleLOve ||P|| ||T||
Thanks :)),1,Thanks ||P|| )
"@Madison420Ivy  ""We"" ??? you wish :D:D:D:D:D:D:D kidding",1,"||T|| ""We"" ??? you wish ||ExP|| ||ExP|| ||ExP|| ||ExP|| ||ExP|| ||ExP|| ||ExP|| kidding"
I liked a @YouTube video from @kilarzvortex http://t.co/sJmK2LZFxE Stuffy Nose :( (BO2),0,I liked a ||T|| video from ||T|| ||U|| Stuffy Nose ||N|| (BO2)
@ShortgamerUHC I get 25ish then more if I snowball :p,1,||T|| I get 25ish then more if I snowball :p
@montague_web  thanks for following @evolvetelecom #telecoms Happy Friday :),1,||T|| thanks for following ||T|| #telecoms Happy Friday ||P||
Chocolates and peanuts ...... :(,0,Chocolates and peanuts ... ||N||
I'm craving breakfast food so badly right now :(((,0,I'm craving breakfast food so badly right now ||N|| ((
"@cliffords_ass @Michael5SOS awww... dont worry dear, you will get used to it :)",1,"||T|| ||T|| a||U|| dont worry dear, you will get used to it ||P||"
don't sleep. I'm here : (,0,don't sleep. I'm here : (
I love my relationship :-) http://t.co/pVd5n3deoS,1,I love my relationship ||P|| ||U||
"@thomsk93 @KnucklePuckIL @CantSeeColour will listen tonight, it's tough having a full time job :-(",0,"||T|| ||T|| ||T|| will listen tonight, it's tough having a full time job ||N||"
@NonEvans got mine done at 7am this morning :-),1,||T|| got mine done at 7am this morning ||P||
@RedLipsteeq funny thing is someone said I was telling his life story :(,0,||T|| funny thing is someone said I was telling his life story ||N||
CAN SOMEONE WATCH PAPER TOWNS WITH ME :-(,0,CAN SOMEONE WATCH PAPER TOWNS WITH ME ||N||
@NotThatBobJames Hahaha Go Doug! :-),1,||T|| Hahaha Go Doug! ||P||
@lh_JM88 and now me too :( hubby will be delighted to return home lol,0,||T|| and now me too ||N|| hubby will be delighted to return home lol
"Foot pain just woke me up, nooooooo :(",0,"Foot pain just woke me up, nooo ||N||"
@chris_shak if it was you maybe but its not :(,0,||T|| if it was you maybe but its NOT ||N||
@aatishn  carpe diem Mr Nath :),1,||T|| carpe diem Mr Nath ||P||
@24gooch on way my boy! :),1,||T|| on way my boy! ||P||
@JohnTorode1 @BBCOne @MasterChefUK think it'll be sam but would love it to be @Rylan !!  He's made the biggest improvement from the start :),1,||T|| ||T|| ||T|| think it'll be sam but would love it to be ||T|| !! He's made the biggest improvement from the start ||P||
"@vltrdlcrz No info yet. We'll announce as soon as we get them, #Filbarbarian! :)",1,"||T|| NOT info yet. We'll announce as soon as we get them, #Filbarbarian! ||P||"
this movie essentially cut all the beginning of the book from its plot. :(,0,this movie essentially cut all the beginning of the book from its plot. ||N||
cant find the only book that keeps me sane :((,0,cant find the only book that keeps me sane ||N|| (
@techin2b Thanks for the retweet my friends :),1,||T|| Thanks for the retweet my friends ||P||
@TheoGfeller Thanks my friend and Wonderful Friday to you too :)),1,||T|| Thanks my friend and Wonderful Friday to you too ||P|| )
"@salty_tamaki Ty :D I love it too :D Used to be my background, till they removed backgrounds :&lt;",1,"||T|| Ty ||ExP|| I love it too ||ExP|| Used to be my background, till they removed backgrounds :&lt;"
Delph injured already :( #MCFC,0,Delph injured already ||N|| #MCFC
"A Sonic start!:D
#goodmorning #videogames http://t.co/5ES3WLEabs",1,A Sonic start! ||ExP|| #goodmorning #videogames ||U||
@kitokkey sobs that's really sweet of you!! ;__; i'll be busier next week onwards so idk if i'll find time to be ol anymore :(,0,||T|| sobs that's really sweet of you!! ;__; i'll be busier next week onwards so idk if i'll find time to be ol anymore ||N||
@ParkTheatre @NoBillington Thanks! :),1,||T|| ||T|| Thanks! ||P||
I get sad every time I think about it... Now I got chesties :( https://t.co/KcnI2lMB5J,0,I get sad every time I think about it... Now I got chesties ||N|| ||U||
@MrsPandP Thank you :),1,||T|| Thank you ||P||
Ill be better soon. :) — feeling sick,1,Ill be better soon. ||P|| — feeling sick
@kennyfairley @kevrobbo27 i don't think we will ever win the Petrofac Cup :-( ;-),0,||T|| ||T|| i don't think we will ever win the Petrofac Cup ||N|| ;-)
@mikecoulson48 @UtopianFireman @Jenny_Musings @SupporttheFBU @FBUSOUTHERN @joolstom Cheers Mike - love the pics :),1,||T|| ||T|| ||T|| ||T|| ||T|| ||T|| Cheers Mike - love the pics ||P||
Need a shower and food first though :),1,Need a shower and food first though ||P||
@practicallyhaz the bittersweetness :(,0,||T|| the bittersweetness ||N||
Ang sakit!!!! Inside and out! :(,0,Ang sakit!!! Inside and out! ||N||
"#ZaynIsComingBackOnJuly26
Im crying,i hope zayn will come back but other side i just don't want to believe it :( http://t.co/QdYWa03z1F",0,"#ZaynIsComingBackOnJuly26 Im crying,i hope zayn will come back but other side i just don't want to believe it ||N|| ||U||"
"@TheWeatherNetUK Sorry, not sorry :(",0,"||T|| Sorry, NOT sorry ||N||"
@ShutUpBrickLP if only there was uhc in a box on a large scale on one of those network servers :p,1,||T|| if only there was uhc in a box on a large scale on one of those network servers :p
@PentonLibrary Was your first item to edit your list? :),1,||T|| Was your first item to edit your list? ||P||
"@snowzrfr @AndrewAlexMac @LuciHolland @caiitlinz @IGDAScotland indeed, wonderful to see everyone :) great night!",1,"||T|| ||T|| ||T|| ||T|| ||T|| indeed, wonderful to see everyone ||P|| great night!"
Today was meant to be quiet day to clean the shop but now I'm super busy with clients :(,0,Today was meant to be quiet day to clean the shop but now I'm super busy with clients ||N||
I miss my brown hair :(,0,I miss my brown hair ||N||
@enikotsz @pooj_ @UberUK @walls With this rain though? :(,0,||T|| ||T|| ||T|| ||T|| With this rain though? ||N||
Where Was Tony Stark? :) - From Incredible Tony Pictures http://t.co/uwhGYM0BWb http://t.co/pHp6OcHlXH,1,Where Was Tony Stark? ||P|| - From Incredible Tony Pictures ||U|| ||U||
@blackreign8 i knew you'd give me crap about it lol. Need to burn it :p,1,||T|| i knew you'd give me crap about it lol. Need to burn it :p
@sabahulhaq You're welcome Sabah :-),1,||T|| You're welcome Sabah ||P||
@zoyaashk true that :),1,||T|| true that ||P||
"@benrwms Oh no Ben :-( That is terrible, please provide us with the name of the branch you visited. We would like to address your concern.",0,"||T|| Oh NOT Ben ||N|| That is terrible, please provide us with the name of the branch you visited. We would like to address your concern."
@thnksfrdllnwks I KNOW :(,0,||T|| I KNOW ||N||
"@RichelleMead it's being more than enough since you wrote the dark swan series, won't you ever write a fifth book? I'm dying! 3 years now :(",0,"||T|| it's being more than enough since you wrote the dark swan series, NOT you ever write a fifth book? I'm dying! 3 years now ||N||"
"@angelhairhes fra nobody want to give me a ljp/5 because its so hard to have 1/5 nowdays, pleass pick me? :(",0,"||T|| fra nobody want to give me a ljp/5 because its so hard to have 1/5 nowdays, pleass pick me? ||N||"
and another hour goes by :((,0,and another hour goes by ||N|| (
I don't know how to start my requirements :(,0,I don't know how to start my requirements ||N||
#ff @CapeLondonWine @stanstedchamber @iconic_pr @Its_an_airline @Martelsbusvill Have a great day everyone :-),1,#ff ||T|| ||T|| ||T|| ||T|| ||T|| Have a great day everyone ||P||
new user! :-),1,new user! ||P||
"♛♛♛
》》》》 
I LOVE YOU SO MUCH.
I BELİEVE THAT HE WİLL FOLLOW.
PLEASE FOLLOW ME PLEASE JUSTİN @justinbieber :( x15.337
》》》》ＳＥＥ ＭＥ
♛♛♛",0,♛♛♛ 》》》 I LOVE YOU SO MUCH. I BELİEVE THAT HE WİLL FOLLOW. PLEASE FOLLOW ME PLEASE JUSTİN ||T|| ||N|| x15.337 》》》ＳＥＥ ＭＥ ♛♛♛
@electricgecko (Introducing a new word vs. altering the understanding of a word) x spreading either = The Big Problem. :),1,||T|| (Introducing a new word vs. altering the understanding of a word) x spreading either = The Big Problem. ||P||
"“@RobinhoodApp: We love spotting Robinhood out in the wild! Thanks for all the support out there, Robinhoodies! 🚙💚 http://t.co/bK6z2WhXMK”:(",0,"“||T||: We love spotting Robinhood out in the wild! Thanks for all the support out there, Robinhoodies! 🚙💚 ||U|| ||N||"
@neon27164907 i left :(,0,||T|| i left ||N||
